[01-04-23 17:50:59.296] LOG  : General     , 1680364259296> cachedir set to "C:\Users\Aleksa\Zomboid".
[01-04-23 17:51:00.125] LOG  : General     , 1680364260125> java.specification.version=17.
[01-04-23 17:51:00.125] LOG  : General     , 1680364260125> sun.cpu.isalist=amd64.
[01-04-23 17:51:00.125] LOG  : General     , 1680364260125> sun.jnu.encoding=Cp1252.
[01-04-23 17:51:00.126] LOG  : General     , 1680364260126> java.class.path=.;commons-compress-1.18.jar;istack-co....
[01-04-23 17:51:00.126] LOG  : General     , 1680364260126> java.vm.vendor=Azul Systems, Inc..
[01-04-23 17:51:00.126] LOG  : General     , 1680364260126> sun.arch.data.model=64.
[01-04-23 17:51:00.127] LOG  : General     , 1680364260127> user.variant=.
[01-04-23 17:51:00.127] LOG  : General     , 1680364260127> java.vendor.url=http://www.azul.com/.
[01-04-23 17:51:00.127] LOG  : General     , 1680364260127> user.timezone=Europe/Podgorica.
[01-04-23 17:51:00.127] LOG  : General     , 1680364260127> zomboid.steam=1.
[01-04-23 17:51:00.128] LOG  : General     , 1680364260128> user.country.format=ME.
[01-04-23 17:51:00.128] LOG  : General     , 1680364260128> java.vm.specification.version=17.
[01-04-23 17:51:00.128] LOG  : General     , 1680364260128> os.name=Windows 10.
[01-04-23 17:51:00.128] LOG  : General     , 1680364260128> user.country=US.
[01-04-23 17:51:00.128] LOG  : General     , 1680364260128> sun.boot.library.path=E:\GAMES\slava rusiji\Project Zomboid....
[01-04-23 17:51:00.129] LOG  : General     , 1680364260129> zomboid.znetlog=1.
[01-04-23 17:51:00.129] LOG  : General     , 1680364260129> jdk.debug=release.
[01-04-23 17:51:00.129] LOG  : General     , 1680364260129> sun.cpu.endian=little.
[01-04-23 17:51:00.129] LOG  : General     , 1680364260129> user.home=C:\Users\Aleksa.
[01-04-23 17:51:00.129] LOG  : General     , 1680364260129> user.language=en.
[01-04-23 17:51:00.130] LOG  : General     , 1680364260130> java.specification.vendor=Oracle Corporation.
[01-04-23 17:51:00.130] LOG  : General     , 1680364260130> java.version.date=2021-10-19.
[01-04-23 17:51:00.130] LOG  : General     , 1680364260130> java.home=E:\GAMES\slava rusiji\Project Zomboid....
[01-04-23 17:51:00.130] LOG  : General     , 1680364260130> file.separator=\.
[01-04-23 17:51:00.130] LOG  : General     , 1680364260130> java.vm.compressedOopsMode=Zero based.
[01-04-23 17:51:00.130] LOG  : General     , 1680364260130> line.separator=.
[01-04-23 17:51:00.131] LOG  : General     , 1680364260131> java.vm.specification.vendor=Oracle Corporation.
[01-04-23 17:51:00.131] LOG  : General     , 1680364260131> java.specification.name=Java Platform API Specification.
[01-04-23 17:51:00.131] LOG  : General     , 1680364260131> java.awt.headless=true.
[01-04-23 17:51:00.131] LOG  : General     , 1680364260131> user.script=.
[01-04-23 17:51:00.131] LOG  : General     , 1680364260131> user.script.format=Latn.
[01-04-23 17:51:00.132] LOG  : General     , 1680364260132> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[01-04-23 17:51:00.132] LOG  : General     , 1680364260132> java.runtime.version=17.0.1+12-LTS.
[01-04-23 17:51:00.132] LOG  : General     , 1680364260132> user.name=Aleksa.
[01-04-23 17:51:00.132] LOG  : General     , 1680364260132> path.separator=;.
[01-04-23 17:51:00.132] LOG  : General     , 1680364260132> os.version=10.0.
[01-04-23 17:51:00.133] LOG  : General     , 1680364260133> java.runtime.name=OpenJDK Runtime Environment.
[01-04-23 17:51:00.133] LOG  : General     , 1680364260133> file.encoding=Cp1250.
[01-04-23 17:51:00.133] LOG  : General     , 1680364260133> java.vm.name=OpenJDK 64-Bit Server VM.
[01-04-23 17:51:00.133] LOG  : General     , 1680364260133> java.vendor.version=Zulu17.30+15-CA.
[01-04-23 17:51:00.133] LOG  : General     , 1680364260133> java.vendor.url.bug=http://www.azul.com/support/.
[01-04-23 17:51:00.133] LOG  : General     , 1680364260133> java.io.tmpdir=C:\Users\Aleksa\AppData\Local\Temp\.
[01-04-23 17:51:00.134] LOG  : General     , 1680364260134> java.version=17.0.1.
[01-04-23 17:51:00.134] LOG  : General     , 1680364260134> user.dir=E:\GAMES\slava rusiji\Project Zomboid.
[01-04-23 17:51:00.134] LOG  : General     , 1680364260134> os.arch=amd64.
[01-04-23 17:51:00.134] LOG  : General     , 1680364260134> java.vm.specification.name=Java Virtual Machine Specification.
[01-04-23 17:51:00.134] LOG  : General     , 1680364260134> user.language.format=sr.
[01-04-23 17:51:00.134] LOG  : General     , 1680364260134> sun.os.patch.level=.
[01-04-23 17:51:00.135] LOG  : General     , 1680364260135> native.encoding=Cp1250.
[01-04-23 17:51:00.135] LOG  : General     , 1680364260135> java.library.path=win64/;..
[01-04-23 17:51:00.135] LOG  : General     , 1680364260135> java.vm.info=mixed mode, sharing.
[01-04-23 17:51:00.135] LOG  : General     , 1680364260135> java.vendor=Azul Systems, Inc..
[01-04-23 17:51:00.135] LOG  : General     , 1680364260135> java.vm.version=17.0.1+12-LTS.
[01-04-23 17:51:00.135] LOG  : General     , 1680364260135> sun.io.unicode.encoding=UnicodeLittle.
[01-04-23 17:51:00.136] LOG  : General     , 1680364260136> java.class.version=61.0.
[01-04-23 17:51:00.136] LOG  : General     , 1680364260136> -----.
[01-04-23 17:51:00.136] LOG  : General     , 1680364260136> version=41.78.16 demo=false.
[01-04-23 17:51:01.170] LOG  : General     , 1680364261170> [javafmodJNI] Init: Start.
[01-04-23 17:51:01.171] LOG  : General     , 1680364261170> [javafmodJNI] Init: WIN 64.
[01-04-23 17:51:01.294] LOG  : General     , 1680364261294> closest width=640 freq=59.
[01-04-23 17:51:01.294] LOG  : General     , 1680364261294> closest width=640 freq=60.
[01-04-23 17:51:01.295] LOG  : General     , 1680364261295> closest width=640 freq=100.
[01-04-23 17:51:01.295] LOG  : General     , 1680364261295> closest width=640 freq=119.
[01-04-23 17:51:01.295] LOG  : General     , 1680364261295> closest width=640 freq=120.
[01-04-23 17:51:01.295] LOG  : General     , 1680364261295> closest width=640 freq=144.
[01-04-23 17:51:01.295] LOG  : General     , 1680364261295> closest width=640 freq=165.
[01-04-23 17:51:01.295] LOG  : General     , 1680364261295> closest width=720 freq=59.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=720 freq=60.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=720 freq=100.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=720 freq=119.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=720 freq=120.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=720 freq=144.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=720 freq=165.
[01-04-23 17:51:01.296] LOG  : General     , 1680364261296> closest width=800 freq=60.
[01-04-23 17:51:01.297] LOG  : General     , 1680364261297> closest width=800 freq=100.
[01-04-23 17:51:01.297] LOG  : General     , 1680364261297> closest width=800 freq=119.
[01-04-23 17:51:01.297] LOG  : General     , 1680364261297> closest width=800 freq=120.
[01-04-23 17:51:01.297] LOG  : General     , 1680364261297> closest width=800 freq=144.
[01-04-23 17:51:01.297] LOG  : General     , 1680364261297> closest width=800 freq=165.
[01-04-23 17:51:01.297] LOG  : General     , 1680364261297> closest width=1176 freq=59.
[01-04-23 17:51:01.298] LOG  : General     , 1680364261298> closest width=1176 freq=60.
[01-04-23 17:51:01.298] LOG  : General     , 1680364261298> closest width=1280 freq=59.
[01-04-23 17:51:01.298] LOG  : General     , 1680364261298> closest width=1280 freq=60.
[01-04-23 17:51:01.298] LOG  : General     , 1680364261298> closest width=1280 freq=100.
[01-04-23 17:51:01.298] LOG  : General     , 1680364261298> closest width=1280 freq=119.
[01-04-23 17:51:01.299] LOG  : General     , 1680364261299> closest width=1280 freq=120.
[01-04-23 17:51:01.299] LOG  : General     , 1680364261299> closest width=1280 freq=144.
[01-04-23 17:51:01.299] LOG  : General     , 1680364261299> closest width=1280 freq=165.
[01-04-23 17:51:01.299] LOG  : General     , 1680364261299> closest width=1360 freq=60.
[01-04-23 17:51:01.299] LOG  : General     , 1680364261299> closest width=1360 freq=100.
[01-04-23 17:51:01.300] LOG  : General     , 1680364261299> closest width=1360 freq=119.
[01-04-23 17:51:01.300] LOG  : General     , 1680364261300> closest width=1360 freq=120.
[01-04-23 17:51:01.300] LOG  : General     , 1680364261300> closest width=1360 freq=144.
[01-04-23 17:51:01.300] LOG  : General     , 1680364261300> closest width=1360 freq=165.
[01-04-23 17:51:01.300] LOG  : General     , 1680364261300> closest width=1366 freq=60.
[01-04-23 17:51:01.301] LOG  : General     , 1680364261301> closest width=1366 freq=100.
[01-04-23 17:51:01.301] LOG  : General     , 1680364261301> closest width=1366 freq=119.
[01-04-23 17:51:01.301] LOG  : General     , 1680364261301> closest width=1366 freq=120.
[01-04-23 17:51:01.301] LOG  : General     , 1680364261301> closest width=1366 freq=144.
[01-04-23 17:51:01.301] LOG  : General     , 1680364261301> closest width=1366 freq=165.
[01-04-23 17:51:01.302] LOG  : General     , 1680364261302> closest width=1440 freq=60.
[01-04-23 17:51:01.302] LOG  : General     , 1680364261302> closest width=1440 freq=100.
[01-04-23 17:51:01.302] LOG  : General     , 1680364261302> 1680364261300 fmod: Java loging: OK.
[01-04-23 17:51:01.302] LOG  : General     , 1680364261302> closest width=1440 freq=119.
[01-04-23 17:51:01.302] LOG  : General     , 1680364261302> closest width=1440 freq=120.
[01-04-23 17:51:01.303] LOG  : General     , 1680364261303> closest width=1440 freq=144.
[01-04-23 17:51:01.303] LOG  : General     , 1680364261303> closest width=1440 freq=165.
[01-04-23 17:51:01.303] LOG  : General     , 1680364261303> closest width=1600 freq=60.
[01-04-23 17:51:01.303] LOG  : General     , 1680364261303> closest width=1600 freq=100.
[01-04-23 17:51:01.304] LOG  : General     , 1680364261304> closest width=1600 freq=119.
[01-04-23 17:51:01.304] LOG  : General     , 1680364261304> closest width=1600 freq=120.
[01-04-23 17:51:01.304] LOG  : General     , 1680364261304> closest width=1600 freq=144.
[01-04-23 17:51:01.304] LOG  : General     , 1680364261304> closest width=1600 freq=165.
[01-04-23 17:51:01.304] LOG  : General     , 1680364261304> closest width=1680 freq=59.
[01-04-23 17:51:01.304] LOG  : General     , 1680364261304> closest width=1680 freq=60.
[01-04-23 17:51:01.305] LOG  : General     , 1680364261305> closest width=1680 freq=100.
[01-04-23 17:51:01.305] LOG  : General     , 1680364261305> closest width=1680 freq=119.
[01-04-23 17:51:01.305] LOG  : General     , 1680364261305> closest width=1680 freq=120.
[01-04-23 17:51:01.305] LOG  : General     , 1680364261305> closest width=1680 freq=144.
[01-04-23 17:51:01.305] LOG  : General     , 1680364261305> closest width=1680 freq=165.
[01-04-23 17:51:01.305] LOG  : General     , 1680364261305> closest width=1920 freq=59.
[01-04-23 17:51:01.306] LOG  : General     , 1680364261306> closest width=1920 freq=60.
[01-04-23 17:51:01.306] LOG  : General     , 1680364261306> closest width=1920 freq=100.
[01-04-23 17:51:01.306] LOG  : General     , 1680364261306> closest width=1920 freq=119.
[01-04-23 17:51:01.306] LOG  : General     , 1680364261306> closest width=1920 freq=120.
[01-04-23 17:51:01.306] LOG  : General     , 1680364261306> closest width=1920 freq=144.
[01-04-23 17:51:01.306] LOG  : General     , 1680364261306> closest width=1920 freq=165.
[01-04-23 17:51:01.307] LOG  : General     , 1680364261307> closest width=2560 freq=59.
[01-04-23 17:51:01.307] LOG  : General     , 1680364261307> closest width=2560 freq=60.
[01-04-23 17:51:01.307] LOG  : General     , 1680364261307> closest width=2560 freq=75.
[01-04-23 17:51:01.307] LOG  : General     , 1680364261307> closest width=2560 freq=120.
[01-04-23 17:51:01.307] LOG  : General     , 1680364261307> closest width=2560 freq=144.
[01-04-23 17:51:01.307] LOG  : General     , 1680364261307> 1680364261307 fmod: FMOD::Studio::System::create() result: No errors..
[01-04-23 17:51:01.308] LOG  : General     , 1680364261308> 1680364261308 fmod: FMOD::Studio::System::getCoreSystem() result: No errors..
[01-04-23 17:51:01.308] LOG  : General     , 1680364261308> 1680364261308 fmod: FMOD_System_GetVersion() result: No errors..
[01-04-23 17:51:01.308] LOG  : General     , 1680364261308> 1680364261308 fmod: fmodintegration built with version 20206, fmod shared library version 20206.
[01-04-23 17:51:01.308] LOG  : General     , 1680364261308> 1680364261308 fmod: System Create: OK.
[01-04-23 17:51:01.308] LOG  : General     , 1680364261308> 1680364261308 fmod: FMOD_System_SetSoftwareFormat() result: No errors..
[01-04-23 17:51:01.329] LOG  : General     , 1680364261329> 1680364261329 fmod: FMOD::Studio::System::Initialize() result: No errors..
[01-04-23 17:51:01.329] LOG  : General     , 1680364261329> 1680364261329 fmod: Creating DSP for capture sound.
[01-04-23 17:51:01.330] LOG  : General     , 1680364261329> 1680364261329 fmod: FMOD_System_CreateDSP() result: No errors..
[01-04-23 17:51:01.330] LOG  : General     , 1680364261330> 1680364261330 fmod: FMOD_DSP_SetBypass() result: No errors..
[01-04-23 17:51:01.330] LOG  : General     , 1680364261330> 1680364261330 fmod: FMOD_System_GetMasterChannelGroup() result: No errors..
[01-04-23 17:51:01.330] LOG  : General     , 1680364261330> 1680364261330 fmod: FMOD_ChannelGroup_AddDSP() result: No errors..
[01-04-23 17:51:01.330] LOG  : General     , 1680364261330> 1680364261330 fmod: FMOD_System_Set3DSettings() result: No errors..
[01-04-23 17:51:01.837] LOG  : General     , 1680364261837> GraphicsCard: NVIDIA Corporation NVIDIA GeForce GTX 1660 Ti/PCIe/SSE2.
[01-04-23 17:51:01.838] LOG  : General     , 1680364261838> OpenGL version: 4.6.0 NVIDIA 531.41.
[01-04-23 17:51:01.839] LOG  : General     , 1680364261839> Desktop resolution 2560x1440.
[01-04-23 17:51:01.841] LOG  : General     , 1680364261841> Initial resolution 1920x1080 fullScreen=true.
[01-04-23 17:51:01.851] LOG  : General     , 1680364261851> OpenGL 1.5 buffer objects supported.
[01-04-23 17:51:01.863] LOG  : General     , 1680364261863> VSync: OFF.
[01-04-23 17:51:02.068] LOG  : General     , 1680364262068> Init language : en.
[01-04-23 17:51:02.070] LOG  : General     , 1680364262070> NVIDIA: current available GPU memory is 4517 MB.
[01-04-23 17:51:02.070] LOG  : General     , 1680364262070> NVIDIA: dedicated available GPU memory is 6144 MB.
[01-04-23 17:51:02.071] LOG  : General     , 1680364262071> NVIDIA: total available GPU memory is 6144 MB.
[01-04-23 17:51:07.263] LOG  : General     , 1680364267263> AngelCodeFont failed to load page 0 texture E:/GAMES/slava rusiji/Project Zomboid/media/mainfont_0.png.
[01-04-23 17:51:07.272] LOG  : General     , 1680364267272> AngelCodeFont failed to load page 0 texture E:/GAMES/slava rusiji/Project Zomboid/media/mainfont2_0.png.
[01-04-23 17:51:07.315] WARN : General     , 1680364267315> TextManager.Init> font "MediumNew" not found in fonts.txt.
[01-04-23 17:51:07.315] WARN : General     , 1680364267315> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[01-04-23 17:51:07.315] WARN : General     , 1680364267315> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[01-04-23 17:51:07.315] WARN : General     , 1680364267315> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[01-04-23 17:51:07.321] LOG  : General     , 1680364267321> AngelCodeFont failed to load page 0 texture E:/GAMES/slava rusiji/Project Zomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[01-04-23 17:51:07.358] WARN : General     , 1680364267358> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[01-04-23 17:51:07.793] LOG  : General     , 1680364267793> Loading networking libraries....
[01-04-23 17:51:07.794] LOG  : General     , 1680364267794> Loading steam_api64....
[01-04-23 17:51:07.795] LOG  : General     , 1680364267795> Loading RakNet64....
[01-04-23 17:51:07.874] LOG  : General     , 1680364267874> Loading ZNetJNI64....
[01-04-23 17:51:07.993] LOG  : Network     , 1680364267993> [01-04-23 17:51:07.992] > ZNet: SetLogLevel 2.
[01-04-23 17:51:08.010] LOG  : Network     , 1680364268010> [01-04-23 17:51:08.010] > ZNet: SteamAPI initialised successfully.
[01-04-23 17:51:08.010] LOG  : General     , 1680364268010> SteamUtils initialised successfully.
[01-04-23 17:51:09.271] LOG  : General     , 1680364269271> AngelCodeFont failed to load page 0 texture E:/GAMES/slava rusiji/Project Zomboid/media/mainfont_0.png.
[01-04-23 17:51:09.271] LOG  : General     , 1680364269271> AngelCodeFont failed to load page 0 texture E:/GAMES/slava rusiji/Project Zomboid/media/mainfont2_0.png.
[01-04-23 17:51:09.275] WARN : General     , 1680364269274> TextManager.Init> font "MediumNew" not found in fonts.txt.
[01-04-23 17:51:09.275] WARN : General     , 1680364269275> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[01-04-23 17:51:09.275] WARN : General     , 1680364269275> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[01-04-23 17:51:09.275] WARN : General     , 1680364269275> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[01-04-23 17:51:09.276] LOG  : General     , 1680364269275> AngelCodeFont failed to load page 0 texture E:/GAMES/slava rusiji/Project Zomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[01-04-23 17:51:09.283] WARN : General     , 1680364269283> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[01-04-23 17:51:09.323] LOG  : General     , 1680364269323> translator: language is EN.
[01-04-23 17:51:09.658] LOG  : General     , 1680364269658> texturepack: loading UI.
[01-04-23 17:51:09.729] LOG  : General     , 1680364269729> texturepack: loading UI2.
[01-04-23 17:51:09.739] LOG  : General     , 1680364269739> texturepack: loading IconsMoveables.
[01-04-23 17:51:09.746] LOG  : General     , 1680364269746> texturepack: loading RadioIcons.
[01-04-23 17:51:09.753] LOG  : General     , 1680364269753> texturepack: loading ApComUI.
[01-04-23 17:51:09.760] LOG  : General     , 1680364269760> texturepack: loading Mechanics.
[01-04-23 17:51:09.774] LOG  : General     , 1680364269774> texturepack: loading WeatherFx.
[01-04-23 17:51:12.078] WARN : Recipe      , 1680364272078> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base.
[01-04-23 17:51:12.102] WARN : Sound       , 1680364272102> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage".
[01-04-23 17:51:12.102] WARN : Sound       , 1680364272102> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver".
[01-04-23 17:51:12.103] WARN : Sound       , 1680364272103> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo".
[01-04-23 17:51:12.103] WARN : Sound       , 1680364272103> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32".
[01-04-23 17:51:12.103] WARN : Sound       , 1680364272103> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33".
[01-04-23 17:51:12.103] WARN : Sound       , 1680364272103> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34".
[01-04-23 17:51:12.104] WARN : Sound       , 1680364272104> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35".
[01-04-23 17:51:12.104] WARN : Sound       , 1680364272104> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36".
[01-04-23 17:51:12.104] WARN : Sound       , 1680364272104> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling".
[01-04-23 17:51:12.104] WARN : Sound       , 1680364272104> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock".
[01-04-23 17:51:12.104] WARN : Sound       , 1680364272104> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime".
[01-04-23 17:51:12.105] WARN : Sound       , 1680364272105> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime".
[01-04-23 17:51:12.105] WARN : Sound       , 1680364272105> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing".
[01-04-23 17:51:12.105] WARN : Sound       , 1680364272105> GameSounds.initClipEvents> No such FMOD event "NewMusic/OnlyOneWay" for GameSound "NewMusic_OnlyOneWay".
[01-04-23 17:51:12.105] WARN : Sound       , 1680364272105> GameSounds.initClipEvents> No such FMOD event "NewMusic/KeepMoving" for GameSound "NewMusic_KeepMoving".
[01-04-23 17:51:12.105] WARN : Sound       , 1680364272105> GameSounds.initClipEvents> No such FMOD event "NewMusic/GoItAlone" for GameSound "NewMusic_GoItAlone".
[01-04-23 17:51:12.106] WARN : Sound       , 1680364272105> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunrise" for GameSound "NewMusic_Sunrise".
[01-04-23 17:51:12.106] WARN : Sound       , 1680364272106> GameSounds.initClipEvents> No such FMOD event "NewMusic/HoldingOutHope" for GameSound "NewMusic_HoldingOutHope".
[01-04-23 17:51:12.106] WARN : Sound       , 1680364272106> GameSounds.initClipEvents> No such FMOD event "NewMusic/Working" for GameSound "NewMusic_Working".
[01-04-23 17:51:12.106] WARN : Sound       , 1680364272106> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunset" for GameSound "NewMusic_Sunset".
[01-04-23 17:51:12.106] WARN : Sound       , 1680364272106> GameSounds.initClipEvents> No such FMOD event "NewMusic/Mourning" for GameSound "NewMusic_Mourning".
[01-04-23 17:51:12.106] WARN : Sound       , 1680364272106> GameSounds.initClipEvents> No such FMOD event "NewMusic/LookingAround" for GameSound "NewMusic_LookingAround".
[01-04-23 17:51:12.107] WARN : Sound       , 1680364272107> GameSounds.initClipEvents> No such FMOD event "NewMusic/Waiting" for GameSound "NewMusic_Waiting".
[01-04-23 17:51:12.107] WARN : Sound       , 1680364272107> GameSounds.initClipEvents> No such FMOD event "NewMusic/Overrun" for GameSound "NewMusic_Overrun".
[01-04-23 17:51:12.107] WARN : Sound       , 1680364272107> GameSounds.initClipEvents> No such FMOD event "NewMusic/Rest" for GameSound "NewMusic_Rest".
[01-04-23 17:51:12.107] WARN : Sound       , 1680364272107> GameSounds.initClipEvents> No such FMOD event "NewMusic/PressOn" for GameSound "NewMusic_PressOn".
[01-04-23 17:51:12.107] WARN : Sound       , 1680364272107> GameSounds.initClipEvents> No such FMOD event "NewMusic/CalmBeforeTheStorm" for GameSound "NewMusic_CalmBeforeTheStorm".
[01-04-23 17:51:12.107] WARN : Sound       , 1680364272107> GameSounds.initClipEvents> No such FMOD event "NewMusic/GetReady" for GameSound "NewMusic_GetReady".
[01-04-23 17:51:12.108] WARN : Sound       , 1680364272108> GameSounds.initClipEvents> No such FMOD event "NewMusic/EchoesFromBefore" for GameSound "NewMusic_EchoesFromBefore".
[01-04-23 17:51:12.108] WARN : Sound       , 1680364272108> GameSounds.initClipEvents> No such FMOD event "NewMusic/Surrounded" for GameSound "NewMusic_Surrounded".
[01-04-23 17:51:12.108] WARN : Sound       , 1680364272108> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThePlan" for GameSound "NewMusic_ThePlan".
[01-04-23 17:51:12.108] WARN : Sound       , 1680364272108> GameSounds.initClipEvents> No such FMOD event "NewMusic/Gear_Up" for GameSound "NewMusic_GearUp".
[01-04-23 17:51:12.109] WARN : Sound       , 1680364272109> GameSounds.initClipEvents> No such FMOD event "NewMusic/Finally_Calm" for GameSound "NewMusic_FinallyCalm".
[01-04-23 17:51:12.109] WARN : Sound       , 1680364272109> GameSounds.initClipEvents> No such FMOD event "NewMusic/PatchUp" for GameSound "NewMusic_PatchUp".
[01-04-23 17:51:12.109] WARN : Sound       , 1680364272109> GameSounds.initClipEvents> No such FMOD event "NewMusic/TheyreClose" for GameSound "NewMusic_TheyreClose".
[01-04-23 17:51:12.109] WARN : Sound       , 1680364272109> GameSounds.initClipEvents> No such FMOD event "NewMusic/ThinkingOfThePast" for GameSound "NewMusic_ThinkingOfThePast".
[01-04-23 17:51:12.109] WARN : Sound       , 1680364272109> GameSounds.initClipEvents> No such FMOD event "NewMusic/TouchAndGo" for GameSound "NewMusic_TouchAndGo".
[01-04-23 17:51:12.109] WARN : Sound       , 1680364272109> GameSounds.initClipEvents> No such FMOD event "NewMusic/Tread_Carefully" for GameSound "NewMusic_Tread_Carefully".
[01-04-23 17:51:12.110] WARN : Sound       , 1680364272110> GameSounds.initClipEvents> No such FMOD event "NewMusic/Everythings_Gone" for GameSound "NewMusic_Everythings_Gone".
[01-04-23 17:51:12.110] WARN : Sound       , 1680364272110> GameSounds.initClipEvents> No such FMOD event "AmbientMusic/BrassAmbient" for GameSound "AmbientMusic_BrassAmbient".
